ID,C1,C2,C3,C4,C5
230,0.35,0.35,0.35,0.35,0.35
231,0.4,0.4,0.4,0.4,0.4
232,0.3,0.3,0.3,0.3,0.3
233,0.35,0.35,0.35,0.35,0.35
234,0.2,0.2,0.2,0.2,0.2
235,0.35,0.35,0.35,0.35,0.35
236,0.3,0.3,0.3,0.3,0.3
237,0.45,0.45,0.45,0.45,0.45
238,0.35,0.35,0.35,0.35,0.35
239,0.25,0.25,0.25,0.25,0.25
240,0.45,0.45,0.45,0.45,0.45
241,0.3,0.3,0.3,0.3,0.3
242,0.3,0.3,0.3,0.3,0.3
243,0.45,0.45,0.45,0.45,0.45
244,0.4,0.4,0.4,0.4,0.4
245,0.5,0.5,0.5,0.5,0.5
246,0.3,0.3,0.3,0.3,0.3
247,0.45,0.45,0.45,0.45,0.45
248,0.5,0.5,0.5,0.5,0.5
249,0.5,0.5,0.5,0.5,0.5
250,0.45,0.45,0.45,0.45,0.45
251,0.5,0.5,0.5,0.5,0.5
252,0.4,0.4,0.4,0.4,0.4
253,0.3,0.3,0.3,0.3,0.3
254,0.2,0.2,0.2,0.2,0.2
255,0.25,0.25,0.25,0.25,0.25
256,0.55,0.55,0.55,0.55,0.55
257,0.4,0.4,0.4,0.4,0.4
258,0.45,0.45,0.45,0.45,0.45
259,0.5,0.5,0.5,0.5,0.5
260,0.25,0.25,0.25,0.25,0.25
261,0.4,0.4,0.4,0.4,0.4
262,0.3,0.3,0.3,0.3,0.3
263,0.25,0.25,0.25,0.25,0.25
264,0.3,0.3,0.3,0.3,0.3
265,0.25,0.25,0.25,0.25,0.25
266,0.0,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0,0.0
268,0.9,0.9,0.9,0.9,0.9
269,0.55,0.55,0.55,0.55,0.55
270,0.75,0.75,0.75,0.75,0.75
271,0.35,0.35,0.35,0.35,0.35
272,0.4,0.4,0.4,0.4,0.4
273,0.0,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0
276,0.1,0.1,0.1,0.1,0.1
277,0.15,0.15,0.15,0.15,0.15
278,0.0,0.0,0.0,0.0,0.0
279,0.1,0.1,0.1,0.1,0.1
280,0.1,0.1,0.1,0.1,0.1
281,0.15,0.15,0.15,0.15,0.15
282,0.35,0.35,0.35,0.35,0.35
283,0.25,0.25,0.25,0.25,0.25
284,0.0,0.0,0.0,0.0,0.0
285,0.25,0.25,0.25,0.25,0.25
286,0.2,0.2,0.2,0.2,0.2
287,0.1,0.1,0.1,0.1,0.1
288,0.1,0.1,0.1,0.1,0.1
289,0.3,0.3,0.3,0.3,0.3
290,0.05,0.05,0.05,0.05,0.05
291,0.0,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0,0.0
293,0.05,0.05,0.05,0.05,0.05
294,0.0,0.0,0.0,0.0,0.0
295,0.0,0.0,0.0,0.0,0.0
296,0.05,0.05,0.05,0.05,0.05
297,0.0,0.0,0.0,0.0,0.0
298,0.0,0.0,0.0,0.0,0.0
299,0.2,0.2,0.2,0.2,0.2
300,0.0,0.0,0.0,0.0,0.0
301,0.5,0.5,0.5,0.5,0.5
302,0.5,0.5,0.5,0.5,0.5
303,0.4,0.4,0.4,0.4,0.4
304,0.35,0.35,0.35,0.35,0.35
305,0.4,0.4,0.4,0.4,0.4
306,0.4,0.4,0.4,0.4,0.4
307,0.5,0.5,0.5,0.5,0.5
308,0.3,0.3,0.3,0.3,0.3
309,0.35,0.35,0.35,0.35,0.35
310,0.25,0.25,0.25,0.25,0.25
311,0.1,0.1,0.1,0.1,0.1
312,0.35,0.35,0.35,0.35,0.35
313,0.3,0.3,0.3,0.3,0.3
314,0.15,0.15,0.15,0.15,0.15
315,0.15,0.15,0.15,0.15,0.15
316,0.3,0.3,0.3,0.3,0.3
317,0.0,0.0,0.0,0.0,0.0
318,0.15,0.15,0.15,0.15,0.15
319,0.05,0.05,0.05,0.05,0.05
320,0.05,0.05,0.05,0.05,0.05
321,0.05,0.05,0.05,0.05,0.05
322,0.25,0.25,0.25,0.25,0.25
323,0.2,0.2,0.2,0.2,0.2
324,0.1,0.1,0.1,0.1,0.1
325,0.05,0.05,0.05,0.05,0.05
326,0.0,0.0,0.0,0.0,0.0
327,0.05,0.05,0.05,0.05,0.05
328,0.2,0.2,0.2,0.2,0.2
329,0.0,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0,0.0
332,0.35,0.35,0.35,0.35,0.35
333,0.1,0.1,0.1,0.1,0.1
334,0.05,0.05,0.05,0.05,0.05
335,0.0,0.0,0.0,0.0,0.0
336,0.15,0.15,0.15,0.15,0.15
337,0.05,0.05,0.05,0.05,0.05
338,0.0,0.0,0.0,0.0,0.0
339,0.05,0.05,0.05,0.05,0.05
340,0.05,0.05,0.05,0.05,0.05
341,0.2,0.2,0.2,0.2,0.2
342,0.1,0.1,0.1,0.1,0.1
343,0.2,0.2,0.2,0.2,0.2
344,0.0,0.0,0.0,0.0,0.0
345,0.1,0.1,0.1,0.1,0.1
346,0.05,0.05,0.05,0.05,0.05
347,0.3,0.3,0.3,0.3,0.3
348,0.2,0.2,0.2,0.2,0.2
349,0.1,0.1,0.1,0.1,0.1
350,0.1,0.1,0.1,0.1,0.1
351,0.05,0.05,0.05,0.05,0.05
352,0.15,0.15,0.15,0.15,0.15
353,0.0,0.0,0.0,0.0,0.0
354,0.15,0.15,0.15,0.15,0.15
355,0.05,0.05,0.05,0.05,0.05
356,0.4,0.4,0.4,0.4,0.4
357,0.45,0.45,0.45,0.45,0.45
358,0.4,0.4,0.4,0.4,0.4
359,0.45,0.45,0.45,0.45,0.45
360,0.35,0.35,0.35,0.35,0.35
361,0.25,0.25,0.25,0.25,0.25
362,0.5,0.5,0.5,0.5,0.5
363,0.05,0.05,0.05,0.05,0.05
364,0.15,0.15,0.15,0.15,0.15
365,0.05,0.05,0.05,0.05,0.05
366,0.05,0.05,0.05,0.05,0.05
367,0.0,0.0,0.0,0.0,0.0
368,0.6,0.6,0.6,0.6,0.6
369,0.75,0.75,0.75,0.75,0.75
370,0.25,0.25,0.25,0.25,0.25
371,0.4,0.4,0.4,0.4,0.4
372,0.4,0.4,0.4,0.4,0.4
373,0.55,0.55,0.55,0.55,0.55
374,0.75,0.75,0.75,0.75,0.75
375,0.75,0.75,0.75,0.75,0.75
376,0.3,0.3,0.3,0.3,0.3
377,0.7,0.7,0.7,0.7,0.7
378,0.1,0.1,0.1,0.1,0.1
379,0.7,0.7,0.7,0.7,0.7
380,0.45,0.45,0.45,0.45,0.45
381,0.35,0.35,0.35,0.35,0.35
382,0.25,0.25,0.25,0.25,0.25
383,0.6,0.6,0.6,0.6,0.6
384,0.45,0.45,0.45,0.45,0.45
385,0.2,0.2,0.2,0.2,0.2
386,0.7,0.7,0.7,0.7,0.7
387,0.2,0.2,0.2,0.2,0.2
388,0.05,0.05,0.05,0.05,0.05
389,0.65,0.65,0.65,0.65,0.65
390,0.5,0.5,0.5,0.5,0.5
391,0.35,0.35,0.35,0.35,0.35
392,0.25,0.25,0.25,0.25,0.25
393,0.1,0.1,0.1,0.1,0.1
394,0.3,0.3,0.3,0.3,0.3
395,0.4,0.4,0.4,0.4,0.4
396,0.05,0.05,0.05,0.05,0.05
397,0.0,0.0,0.0,0.0,0.0
398,0.3,0.3,0.3,0.3,0.3
399,0.4,0.4,0.4,0.4,0.4
400,0.1,0.1,0.1,0.1,0.1
401,0.2,0.2,0.2,0.2,0.2
402,0.0,0.0,0.0,0.0,0.0
403,0.2,0.2,0.2,0.2,0.2
404,0.25,0.25,0.25,0.25,0.25
405,0.2,0.2,0.2,0.2,0.2
406,0.2,0.2,0.2,0.2,0.2
407,0.15,0.15,0.15,0.15,0.15
408,0.1,0.1,0.1,0.1,0.1
409,0.25,0.25,0.25,0.25,0.25
410,0.1,0.1,0.1,0.1,0.1
411,0.4,0.4,0.4,0.4,0.4
412,0.0,0.0,0.0,0.0,0.0
413,0.2,0.2,0.2,0.2,0.2
414,0.3,0.3,0.3,0.3,0.3
415,0.35,0.35,0.35,0.35,0.35
416,0.15,0.15,0.15,0.15,0.15
417,0.05,0.05,0.05,0.05,0.05
418,0.1,0.1,0.1,0.1,0.1
419,0.45,0.45,0.45,0.45,0.45
420,0.3,0.3,0.3,0.3,0.3
421,0.3,0.3,0.3,0.3,0.3
422,0.25,0.25,0.25,0.25,0.25
423,0.2,0.2,0.2,0.2,0.2
424,0.2,0.2,0.2,0.2,0.2
425,0.2,0.2,0.2,0.2,0.2
426,0.25,0.25,0.25,0.25,0.25
427,0.1,0.1,0.1,0.1,0.1
428,0.3,0.3,0.3,0.3,0.3
429,0.5,0.5,0.5,0.5,0.5
430,0.1,0.1,0.1,0.1,0.1
431,0.4,0.4,0.4,0.4,0.4
432,0.25,0.25,0.25,0.25,0.25
433,0.1,0.1,0.1,0.1,0.1
434,0.35,0.35,0.35,0.35,0.35
435,0.4,0.4,0.4,0.4,0.4
436,0.5,0.5,0.5,0.5,0.5
437,0.2,0.2,0.2,0.2,0.2
438,0.25,0.25,0.25,0.25,0.25
439,0.25,0.25,0.25,0.25,0.25
440,0.3,0.3,0.3,0.3,0.3
441,0.4,0.4,0.4,0.4,0.4
442,0.35,0.35,0.35,0.35,0.35
443,0.15,0.15,0.15,0.15,0.15
444,0.1,0.1,0.1,0.1,0.1
445,0.2,0.2,0.2,0.2,0.2
446,0.3,0.3,0.3,0.3,0.3
447,0.0,0.0,0.0,0.0,0.0
448,0.15,0.15,0.15,0.15,0.15
449,0.1,0.1,0.1,0.1,0.1
450,0.55,0.55,0.55,0.55,0.55
451,0.25,0.25,0.25,0.25,0.25
452,0.25,0.25,0.25,0.25,0.25
453,0.3,0.3,0.3,0.3,0.3
454,0.2,0.2,0.2,0.2,0.2
455,0.2,0.2,0.2,0.2,0.2
456,0.35,0.35,0.35,0.35,0.35
457,0.2,0.2,0.2,0.2,0.2
458,0.3,0.3,0.3,0.3,0.3
459,0.25,0.25,0.25,0.25,0.25
460,0.15,0.15,0.15,0.15,0.15
461,0.15,0.15,0.15,0.15,0.15
462,0.1,0.1,0.1,0.1,0.1
463,0.65,0.65,0.65,0.65,0.65
464,0.1,0.1,0.1,0.1,0.1
465,0.15,0.15,0.15,0.15,0.15
466,0.0,0.0,0.0,0.0,0.0
467,0.3,0.3,0.3,0.3,0.3
468,0.5,0.5,0.5,0.5,0.5
469,0.65,0.65,0.65,0.65,0.65
470,0.35,0.35,0.35,0.35,0.35
471,0.55,0.55,0.55,0.55,0.55
472,0.65,0.65,0.65,0.65,0.65
473,0.65,0.65,0.65,0.65,0.65
474,0.5,0.5,0.5,0.5,0.5
475,0.6,0.6,0.6,0.6,0.6
476,0.1,0.1,0.1,0.1,0.1
477,0.45,0.45,0.45,0.45,0.45
478,0.55,0.55,0.55,0.55,0.55
479,0.35,0.35,0.35,0.35,0.35
480,0.3,0.3,0.3,0.3,0.3
481,0.6,0.6,0.6,0.6,0.6
482,0.15,0.15,0.15,0.15,0.15
483,0.25,0.25,0.25,0.25,0.25
484,0.4,0.4,0.4,0.4,0.4
485,0.7,0.7,0.7,0.7,0.7
486,0.6,0.6,0.6,0.6,0.6
487,0.45,0.45,0.45,0.45,0.45
488,0.4,0.4,0.4,0.4,0.4
489,0.5,0.5,0.5,0.5,0.5
490,0.5,0.5,0.5,0.5,0.5
491,0.25,0.25,0.25,0.25,0.25
492,0.2,0.2,0.2,0.2,0.2
493,0.3,0.3,0.3,0.3,0.3
494,0.1,0.1,0.1,0.1,0.1
495,0.15,0.15,0.15,0.15,0.15
496,0.45,0.45,0.45,0.45,0.45
497,0.25,0.25,0.25,0.25,0.25
498,0.05,0.05,0.05,0.05,0.05
499,0.15,0.15,0.15,0.15,0.15
500,0.4,0.4,0.4,0.4,0.4
