ID,C1,C2,C3,C4,C5
82,0.29325,0.29325,0.29325,0.29325,0.29325
83,0.3015,0.3015,0.3015,0.3015,0.3015
84,0.308,0.308,0.308,0.308,0.308
85,0.31375,0.31375,0.31375,0.31375,0.31375
86,0.3215,0.3215,0.3215,0.3215,0.3215
87,0.3065,0.3065,0.3065,0.3065,0.3065
88,0.2895,0.2895,0.2895,0.2895,0.2895
89,0.308,0.308,0.308,0.308,0.308
90,0.2995,0.2995,0.2995,0.2995,0.2995
91,0.31025,0.31025,0.31025,0.31025,0.31025
92,0.31875,0.31875,0.31875,0.31875,0.31875
93,0.29175,0.29175,0.29175,0.29175,0.29175
94,0.29525,0.29525,0.29525,0.29525,0.29525
95,0.288,0.288,0.288,0.288,0.288
96,0.31775,0.31775,0.31775,0.31775,0.31775
97,0.275,0.275,0.275,0.275,0.275
98,0.27575,0.27575,0.27575,0.27575,0.27575
99,0.304,0.304,0.304,0.304,0.304
100,0.269,0.269,0.269,0.269,0.269
101,0.27425,0.27425,0.27425,0.27425,0.27425
102,0.279,0.279,0.279,0.279,0.279
103,0.28175,0.28175,0.28175,0.28175,0.28175
104,0.2895,0.2895,0.2895,0.2895,0.2895
105,0.4445,0.4445,0.4445,0.4445,0.4445
106,0.45375,0.45375,0.45375,0.45375,0.45375
107,0.45175,0.45175,0.45175,0.45175,0.45175
108,0.4395,0.4395,0.4395,0.4395,0.4395
109,0.2875,0.2875,0.2875,0.2875,0.2875
110,0.39925,0.39925,0.39925,0.39925,0.39925
111,0.2735,0.2735,0.2735,0.2735,0.2735
112,0.2955,0.2955,0.2955,0.2955,0.2955
113,0.40475,0.40475,0.40475,0.40475,0.40475
114,0.28025,0.28025,0.28025,0.28025,0.28025
115,0.263,0.263,0.263,0.263,0.263
116,0.25875,0.25875,0.25875,0.25875,0.25875
117,0.2695,0.2695,0.2695,0.2695,0.2695
118,0.27225,0.27225,0.27225,0.27225,0.27225
119,0.29275,0.29275,0.29275,0.29275,0.29275
120,0.29825,0.29825,0.29825,0.29825,0.29825
121,0.246,0.246,0.246,0.246,0.246
122,0.26125,0.26125,0.26125,0.26125,0.26125
123,0.27025,0.27025,0.27025,0.27025,0.27025
124,0.275,0.275,0.275,0.275,0.275
125,0.29175,0.29175,0.29175,0.29175,0.29175
126,0.2585,0.2585,0.2585,0.2585,0.2585
127,0.3245,0.3245,0.3245,0.3245,0.3245
128,0.25925,0.25925,0.25925,0.25925,0.25925
129,0.2735,0.2735,0.2735,0.2735,0.2735
130,0.26325,0.26325,0.26325,0.26325,0.26325
131,0.26075,0.26075,0.26075,0.26075,0.26075
132,0.27875,0.27875,0.27875,0.27875,0.27875
133,0.28325,0.28325,0.28325,0.28325,0.28325
134,0.23525,0.23525,0.23525,0.23525,0.23525
135,0.25675,0.25675,0.25675,0.25675,0.25675
136,0.2435,0.2435,0.2435,0.2435,0.2435
137,0.24,0.24,0.24,0.24,0.24
138,0.25475,0.25475,0.25475,0.25475,0.25475
139,0.257,0.257,0.257,0.257,0.257
140,0.2665,0.2665,0.2665,0.2665,0.2665
141,0.277,0.277,0.277,0.277,0.277
142,0.27375,0.27375,0.27375,0.27375,0.27375
143,0.2855,0.2855,0.2855,0.2855,0.2855
144,0.27625,0.27625,0.27625,0.27625,0.27625
145,0.2735,0.2735,0.2735,0.2735,0.2735
146,0.24925,0.24925,0.24925,0.24925,0.24925
147,0.2595,0.2595,0.2595,0.2595,0.2595
148,0.29675,0.29675,0.29675,0.29675,0.29675
149,0.292,0.292,0.292,0.292,0.292
150,0.30175,0.30175,0.30175,0.30175,0.30175
151,0.26025,0.26025,0.26025,0.26025,0.26025
152,0.25775,0.25775,0.25775,0.25775,0.25775
153,0.2855,0.2855,0.2855,0.2855,0.2855
154,0.29525,0.29525,0.29525,0.29525,0.29525
155,0.30375,0.30375,0.30375,0.30375,0.30375
156,0.3085,0.3085,0.3085,0.3085,0.3085
157,0.32225,0.32225,0.32225,0.32225,0.32225
158,0.33675,0.33675,0.33675,0.33675,0.33675
159,0.33475,0.33475,0.33475,0.33475,0.33475
160,0.3625,0.3625,0.3625,0.3625,0.3625
161,0.344,0.344,0.344,0.344,0.344
162,0.39125,0.39125,0.39125,0.39125,0.39125
163,0.3565,0.3565,0.3565,0.3565,0.3565
164,0.33075,0.33075,0.33075,0.33075,0.33075
165,0.3185,0.3185,0.3185,0.3185,0.3185
166,0.36875,0.36875,0.36875,0.36875,0.36875
167,0.33275,0.33275,0.33275,0.33275,0.33275
168,0.345,0.345,0.345,0.345,0.345
169,0.3705,0.3705,0.3705,0.3705,0.3705
170,0.36325,0.36325,0.36325,0.36325,0.36325
171,0.35675,0.35675,0.35675,0.35675,0.35675
172,0.36925,0.36925,0.36925,0.36925,0.36925
173,0.35075,0.35075,0.35075,0.35075,0.35075
174,0.344,0.344,0.344,0.344,0.344
175,0.34325,0.34325,0.34325,0.34325,0.34325
176,0.346,0.346,0.346,0.346,0.346
177,0.36625,0.36625,0.36625,0.36625,0.36625
178,0.33425,0.33425,0.33425,0.33425,0.33425
179,0.352,0.352,0.352,0.352,0.352
180,0.40675,0.40675,0.40675,0.40675,0.40675
181,0.39975,0.39975,0.39975,0.39975,0.39975
182,0.384,0.384,0.384,0.384,0.384
183,0.4025,0.4025,0.4025,0.4025,0.4025
184,0.35675,0.35675,0.35675,0.35675,0.35675
185,0.33875,0.33875,0.33875,0.33875,0.33875
186,0.35275,0.35275,0.35275,0.35275,0.35275
187,0.353,0.353,0.353,0.353,0.353
188,0.374,0.374,0.374,0.374,0.374
189,0.3105,0.3105,0.3105,0.3105,0.3105
190,0.307,0.307,0.307,0.307,0.307
191,0.322,0.322,0.322,0.322,0.322
192,0.39625,0.39625,0.39625,0.39625,0.39625
193,0.346,0.346,0.346,0.346,0.346
194,0.36575,0.36575,0.36575,0.36575,0.36575
195,0.2955,0.2955,0.2955,0.2955,0.2955
196,0.2835,0.2835,0.2835,0.2835,0.2835
197,0.349,0.349,0.349,0.349,0.349
198,0.34725,0.34725,0.34725,0.34725,0.34725
199,0.3265,0.3265,0.3265,0.3265,0.3265
200,0.29825,0.29825,0.29825,0.29825,0.29825
201,0.32725,0.32725,0.32725,0.32725,0.32725
202,0.28825,0.28825,0.28825,0.28825,0.28825
203,0.3635,0.3635,0.3635,0.3635,0.3635
204,0.3365,0.3365,0.3365,0.3365,0.3365
205,0.32225,0.32225,0.32225,0.32225,0.32225
206,0.32625,0.32625,0.32625,0.32625,0.32625
207,0.3435,0.3435,0.3435,0.3435,0.3435
208,0.33525,0.33525,0.33525,0.33525,0.33525
209,0.302,0.302,0.302,0.302,0.302
210,0.33225,0.33225,0.33225,0.33225,0.33225
211,0.333,0.333,0.333,0.333,0.333
212,0.36475,0.36475,0.36475,0.36475,0.36475
213,0.29525,0.29525,0.29525,0.29525,0.29525
214,0.3105,0.3105,0.3105,0.3105,0.3105
215,0.2975,0.2975,0.2975,0.2975,0.2975
216,0.29675,0.29675,0.29675,0.29675,0.29675
217,0.311,0.311,0.311,0.311,0.311
218,0.3275,0.3275,0.3275,0.3275,0.3275
219,0.32475,0.32475,0.32475,0.32475,0.32475
220,0.3095,0.3095,0.3095,0.3095,0.3095
221,0.3045,0.3045,0.3045,0.3045,0.3045
222,0.32575,0.32575,0.32575,0.32575,0.32575
223,0.27625,0.27625,0.27625,0.27625,0.27625
224,0.27625,0.27625,0.27625,0.27625,0.27625
225,0.28575,0.28575,0.28575,0.28575,0.28575
226,0.28275,0.28275,0.28275,0.28275,0.28275
227,0.34775,0.34775,0.34775,0.34775,0.34775
228,0.26325,0.26325,0.26325,0.26325,0.26325
229,0.2925,0.2925,0.2925,0.2925,0.2925
230,0.2755,0.2755,0.2755,0.2755,0.2755
231,0.27675,0.27675,0.27675,0.27675,0.27675
232,0.27825,0.27825,0.27825,0.27825,0.27825
233,0.3065,0.3065,0.3065,0.3065,0.3065
234,0.30325,0.30325,0.30325,0.30325,0.30325
235,0.3075,0.3075,0.3075,0.3075,0.3075
236,0.33225,0.33225,0.33225,0.33225,0.33225
237,0.323,0.323,0.323,0.323,0.323
238,0.3255,0.3255,0.3255,0.3255,0.3255
239,0.325,0.325,0.325,0.325,0.325
240,0.33175,0.33175,0.33175,0.33175,0.33175
241,0.303,0.303,0.303,0.303,0.303
242,0.301,0.301,0.301,0.301,0.301
243,0.3305,0.3305,0.3305,0.3305,0.3305
244,0.35575,0.35575,0.35575,0.35575,0.35575
245,0.34625,0.34625,0.34625,0.34625,0.34625
246,0.34125,0.34125,0.34125,0.34125,0.34125
247,0.32625,0.32625,0.32625,0.32625,0.32625
248,0.309,0.309,0.309,0.309,0.309
249,0.32925,0.32925,0.32925,0.32925,0.32925
250,0.356,0.356,0.356,0.356,0.356
251,0.35,0.35,0.35,0.35,0.35
252,0.35125,0.35125,0.35125,0.35125,0.35125
253,0.35125,0.35125,0.35125,0.35125,0.35125
254,0.31625,0.31625,0.31625,0.31625,0.31625
255,0.3295,0.3295,0.3295,0.3295,0.3295
256,0.355,0.355,0.355,0.355,0.355
257,0.3235,0.3235,0.3235,0.3235,0.3235
258,0.3405,0.3405,0.3405,0.3405,0.3405
259,0.33275,0.33275,0.33275,0.33275,0.33275
260,0.34875,0.34875,0.34875,0.34875,0.34875
261,0.3225,0.3225,0.3225,0.3225,0.3225
262,0.344,0.344,0.344,0.344,0.344
263,0.29825,0.29825,0.29825,0.29825,0.29825
264,0.289,0.289,0.289,0.289,0.289
265,0.3,0.3,0.3,0.3,0.3
266,0.286,0.286,0.286,0.286,0.286
267,0.292,0.292,0.292,0.292,0.292
268,0.34325,0.34325,0.34325,0.34325,0.34325
269,0.35225,0.35225,0.35225,0.35225,0.35225
270,0.36175,0.36175,0.36175,0.36175,0.36175
271,0.319,0.319,0.319,0.319,0.319
272,0.34325,0.34325,0.34325,0.34325,0.34325
273,0.2595,0.2595,0.2595,0.2595,0.2595
274,0.2695,0.2695,0.2695,0.2695,0.2695
275,0.26975,0.26975,0.26975,0.26975,0.26975
276,0.30075,0.30075,0.30075,0.30075,0.30075
277,0.27875,0.27875,0.27875,0.27875,0.27875
278,0.27675,0.27675,0.27675,0.27675,0.27675
279,0.231,0.231,0.231,0.231,0.231
280,0.27725,0.27725,0.27725,0.27725,0.27725
281,0.2455,0.2455,0.2455,0.2455,0.2455
282,0.297,0.297,0.297,0.297,0.297
283,0.29075,0.29075,0.29075,0.29075,0.29075
284,0.288,0.288,0.288,0.288,0.288
285,0.309,0.309,0.309,0.309,0.309
286,0.29025,0.29025,0.29025,0.29025,0.29025
287,0.284,0.284,0.284,0.284,0.284
288,0.2725,0.2725,0.2725,0.2725,0.2725
289,0.31225,0.31225,0.31225,0.31225,0.31225
290,0.2385,0.2385,0.2385,0.2385,0.2385
291,0.215,0.215,0.215,0.215,0.215
292,0.26925,0.26925,0.26925,0.26925,0.26925
293,0.255,0.255,0.255,0.255,0.255
294,0.259,0.259,0.259,0.259,0.259
295,0.26525,0.26525,0.26525,0.26525,0.26525
296,0.31775,0.31775,0.31775,0.31775,0.31775
297,0.3205,0.3205,0.3205,0.3205,0.3205
298,0.285,0.285,0.285,0.285,0.285
299,0.337,0.337,0.337,0.337,0.337
300,0.322,0.322,0.322,0.322,0.322
301,0.42175,0.42175,0.42175,0.42175,0.42175
302,0.3585,0.3585,0.3585,0.3585,0.3585
303,0.3455,0.3455,0.3455,0.3455,0.3455
304,0.2975,0.2975,0.2975,0.2975,0.2975
305,0.36675,0.36675,0.36675,0.36675,0.36675
306,0.34525,0.34525,0.34525,0.34525,0.34525
307,0.32375,0.32375,0.32375,0.32375,0.32375
308,0.29925,0.29925,0.29925,0.29925,0.29925
309,0.29275,0.29275,0.29275,0.29275,0.29275
310,0.32,0.32,0.32,0.32,0.32
311,0.24,0.24,0.24,0.24,0.24
312,0.28375,0.28375,0.28375,0.28375,0.28375
313,0.322,0.322,0.322,0.322,0.322
314,0.25125,0.25125,0.25125,0.25125,0.25125
315,0.274,0.274,0.274,0.274,0.274
316,0.316,0.316,0.316,0.316,0.316
317,0.27,0.27,0.27,0.27,0.27
318,0.27,0.27,0.27,0.27,0.27
319,0.272,0.272,0.272,0.272,0.272
320,0.275,0.275,0.275,0.275,0.275
321,0.2825,0.2825,0.2825,0.2825,0.2825
322,0.278,0.278,0.278,0.278,0.278
323,0.291,0.291,0.291,0.291,0.291
324,0.266,0.266,0.266,0.266,0.266
325,0.27375,0.27375,0.27375,0.27375,0.27375
326,0.244,0.244,0.244,0.244,0.244
327,0.2715,0.2715,0.2715,0.2715,0.2715
328,0.2835,0.2835,0.2835,0.2835,0.2835
329,0.29175,0.29175,0.29175,0.29175,0.29175
330,0.2575,0.2575,0.2575,0.2575,0.2575
331,0.24975,0.24975,0.24975,0.24975,0.24975
332,0.34375,0.34375,0.34375,0.34375,0.34375
333,0.21,0.21,0.21,0.21,0.21
334,0.31475,0.31475,0.31475,0.31475,0.31475
335,0.2255,0.2255,0.2255,0.2255,0.2255
336,0.2735,0.2735,0.2735,0.2735,0.2735
337,0.27675,0.27675,0.27675,0.27675,0.27675
338,0.27225,0.27225,0.27225,0.27225,0.27225
339,0.27925,0.27925,0.27925,0.27925,0.27925
340,0.27875,0.27875,0.27875,0.27875,0.27875
341,0.261,0.261,0.261,0.261,0.261
342,0.26,0.26,0.26,0.26,0.26
343,0.2675,0.2675,0.2675,0.2675,0.2675
344,0.265,0.265,0.265,0.265,0.265
345,0.271,0.271,0.271,0.271,0.271
346,0.26025,0.26025,0.26025,0.26025,0.26025
347,0.296,0.296,0.296,0.296,0.296
348,0.3045,0.3045,0.3045,0.3045,0.3045
349,0.24525,0.24525,0.24525,0.24525,0.24525
350,0.28875,0.28875,0.28875,0.28875,0.28875
351,0.27825,0.27825,0.27825,0.27825,0.27825
352,0.26375,0.26375,0.26375,0.26375,0.26375
353,0.24175,0.24175,0.24175,0.24175,0.24175
354,0.30175,0.30175,0.30175,0.30175,0.30175
355,0.2595,0.2595,0.2595,0.2595,0.2595
356,0.32275,0.32275,0.32275,0.32275,0.32275
357,0.327,0.327,0.327,0.327,0.327
358,0.35875,0.35875,0.35875,0.35875,0.35875
359,0.32025,0.32025,0.32025,0.32025,0.32025
360,0.44125,0.44125,0.44125,0.44125,0.44125
361,0.34125,0.34125,0.34125,0.34125,0.34125
362,0.33975,0.33975,0.33975,0.33975,0.33975
363,0.352,0.352,0.352,0.352,0.352
364,0.362,0.362,0.362,0.362,0.362
365,0.3615,0.3615,0.3615,0.3615,0.3615
366,0.32825,0.32825,0.32825,0.32825,0.32825
367,0.32325,0.32325,0.32325,0.32325,0.32325
368,0.28075,0.28075,0.28075,0.28075,0.28075
369,0.29275,0.29275,0.29275,0.29275,0.29275
370,0.28725,0.28725,0.28725,0.28725,0.28725
371,0.29825,0.29825,0.29825,0.29825,0.29825
372,0.298,0.298,0.298,0.298,0.298
373,0.4135,0.4135,0.4135,0.4135,0.4135
374,0.41025,0.41025,0.41025,0.41025,0.41025
375,0.4575,0.4575,0.4575,0.4575,0.4575
376,0.49175,0.49175,0.49175,0.49175,0.49175
377,0.289,0.289,0.289,0.289,0.289
378,0.32125,0.32125,0.32125,0.32125,0.32125
379,0.292,0.292,0.292,0.292,0.292
380,0.25975,0.25975,0.25975,0.25975,0.25975
381,0.32675,0.32675,0.32675,0.32675,0.32675
382,0.305,0.305,0.305,0.305,0.305
383,0.3595,0.3595,0.3595,0.3595,0.3595
384,0.32125,0.32125,0.32125,0.32125,0.32125
385,0.32125,0.32125,0.32125,0.32125,0.32125
386,0.29275,0.29275,0.29275,0.29275,0.29275
387,0.27675,0.27675,0.27675,0.27675,0.27675
388,0.29625,0.29625,0.29625,0.29625,0.29625
389,0.31925,0.31925,0.31925,0.31925,0.31925
390,0.26875,0.26875,0.26875,0.26875,0.26875
391,0.31225,0.31225,0.31225,0.31225,0.31225
392,0.33125,0.33125,0.33125,0.33125,0.33125
393,0.311,0.311,0.311,0.311,0.311
394,0.3045,0.3045,0.3045,0.3045,0.3045
395,0.28075,0.28075,0.28075,0.28075,0.28075
396,0.24025,0.24025,0.24025,0.24025,0.24025
397,0.24775,0.24775,0.24775,0.24775,0.24775
398,0.29425,0.29425,0.29425,0.29425,0.29425
399,0.28225,0.28225,0.28225,0.28225,0.28225
400,0.29325,0.29325,0.29325,0.29325,0.29325
401,0.26625,0.26625,0.26625,0.26625,0.26625
402,0.246,0.246,0.246,0.246,0.246
403,0.27625,0.27625,0.27625,0.27625,0.27625
404,0.26675,0.26675,0.26675,0.26675,0.26675
405,0.28675,0.28675,0.28675,0.28675,0.28675
406,0.305,0.305,0.305,0.305,0.305
407,0.26525,0.26525,0.26525,0.26525,0.26525
408,0.24775,0.24775,0.24775,0.24775,0.24775
409,0.29625,0.29625,0.29625,0.29625,0.29625
410,0.28575,0.28575,0.28575,0.28575,0.28575
411,0.2275,0.2275,0.2275,0.2275,0.2275
412,0.26625,0.26625,0.26625,0.26625,0.26625
413,0.27925,0.27925,0.27925,0.27925,0.27925
414,0.2915,0.2915,0.2915,0.2915,0.2915
415,0.294,0.294,0.294,0.294,0.294
416,0.28375,0.28375,0.28375,0.28375,0.28375
417,0.29675,0.29675,0.29675,0.29675,0.29675
418,0.2385,0.2385,0.2385,0.2385,0.2385
419,0.266,0.266,0.266,0.266,0.266
420,0.2405,0.2405,0.2405,0.2405,0.2405
421,0.25075,0.25075,0.25075,0.25075,0.25075
422,0.27025,0.27025,0.27025,0.27025,0.27025
423,0.31275,0.31275,0.31275,0.31275,0.31275
424,0.2815,0.2815,0.2815,0.2815,0.2815
425,0.28275,0.28275,0.28275,0.28275,0.28275
426,0.27475,0.27475,0.27475,0.27475,0.27475
427,0.31075,0.31075,0.31075,0.31075,0.31075
428,0.29825,0.29825,0.29825,0.29825,0.29825
429,0.294,0.294,0.294,0.294,0.294
430,0.259,0.259,0.259,0.259,0.259
431,0.2445,0.2445,0.2445,0.2445,0.2445
432,0.2675,0.2675,0.2675,0.2675,0.2675
433,0.2675,0.2675,0.2675,0.2675,0.2675
434,0.315,0.315,0.315,0.315,0.315
435,0.30125,0.30125,0.30125,0.30125,0.30125
436,0.2785,0.2785,0.2785,0.2785,0.2785
437,0.2995,0.2995,0.2995,0.2995,0.2995
438,0.2645,0.2645,0.2645,0.2645,0.2645
439,0.3025,0.3025,0.3025,0.3025,0.3025
440,0.2995,0.2995,0.2995,0.2995,0.2995
441,0.313,0.313,0.313,0.313,0.313
442,0.322,0.322,0.322,0.322,0.322
443,0.2805,0.2805,0.2805,0.2805,0.2805
444,0.20825,0.20825,0.20825,0.20825,0.20825
445,0.21675,0.21675,0.21675,0.21675,0.21675
446,0.2345,0.2345,0.2345,0.2345,0.2345
447,0.1715,0.1715,0.1715,0.1715,0.1715
448,0.22825,0.22825,0.22825,0.22825,0.22825
449,0.2105,0.2105,0.2105,0.2105,0.2105
450,0.291,0.291,0.291,0.291,0.291
451,0.29225,0.29225,0.29225,0.29225,0.29225
452,0.284,0.284,0.284,0.284,0.284
453,0.2565,0.2565,0.2565,0.2565,0.2565
454,0.26375,0.26375,0.26375,0.26375,0.26375
455,0.28675,0.28675,0.28675,0.28675,0.28675
456,0.28975,0.28975,0.28975,0.28975,0.28975
457,0.26325,0.26325,0.26325,0.26325,0.26325
458,0.26875,0.26875,0.26875,0.26875,0.26875
459,0.26125,0.26125,0.26125,0.26125,0.26125
460,0.2685,0.2685,0.2685,0.2685,0.2685
461,0.25225,0.25225,0.25225,0.25225,0.25225
462,0.264,0.264,0.264,0.264,0.264
463,0.33425,0.33425,0.33425,0.33425,0.33425
464,0.26025,0.26025,0.26025,0.26025,0.26025
465,0.2695,0.2695,0.2695,0.2695,0.2695
466,0.26725,0.26725,0.26725,0.26725,0.26725
467,0.28325,0.28325,0.28325,0.28325,0.28325
468,0.3665,0.3665,0.3665,0.3665,0.3665
469,0.373,0.373,0.373,0.373,0.373
470,0.354,0.354,0.354,0.354,0.354
471,0.32225,0.32225,0.32225,0.32225,0.32225
472,0.40825,0.40825,0.40825,0.40825,0.40825
473,0.4015,0.4015,0.4015,0.4015,0.4015
474,0.37275,0.37275,0.37275,0.37275,0.37275
475,0.3765,0.3765,0.3765,0.3765,0.3765
476,0.28325,0.28325,0.28325,0.28325,0.28325
477,0.335,0.335,0.335,0.335,0.335
478,0.3695,0.3695,0.3695,0.3695,0.3695
479,0.36175,0.36175,0.36175,0.36175,0.36175
480,0.36875,0.36875,0.36875,0.36875,0.36875
481,0.36875,0.36875,0.36875,0.36875,0.36875
482,0.34825,0.34825,0.34825,0.34825,0.34825
483,0.31975,0.31975,0.31975,0.31975,0.31975
484,0.3605,0.3605,0.3605,0.3605,0.3605
485,0.35625,0.35625,0.35625,0.35625,0.35625
486,0.3655,0.3655,0.3655,0.3655,0.3655
487,0.31325,0.31325,0.31325,0.31325,0.31325
488,0.31425,0.31425,0.31425,0.31425,0.31425
489,0.32125,0.32125,0.32125,0.32125,0.32125
490,0.2915,0.2915,0.2915,0.2915,0.2915
491,0.3145,0.3145,0.3145,0.3145,0.3145
492,0.31125,0.31125,0.31125,0.31125,0.31125
493,0.312,0.312,0.312,0.312,0.312
494,0.31225,0.31225,0.31225,0.31225,0.31225
495,0.31725,0.31725,0.31725,0.31725,0.31725
496,0.3105,0.3105,0.3105,0.3105,0.3105
497,0.3295,0.3295,0.3295,0.3295,0.3295
498,0.295,0.295,0.295,0.295,0.295
499,0.30125,0.30125,0.30125,0.30125,0.30125
500,0.32525,0.32525,0.32525,0.32525,0.32525
