ID,Temp_m,Generation,Irradiance,Capacity,Lat,Lon,Angle,Irradiance_m,Temp,Module
73,51.24400000000001,2857,22.77,499.8,25.11,121.26,22.0,6325,31.2,1
74,48.196000000000005,2895,26.82,499.8,25.11,121.26,22.0,7450,31.0,1
75,47.321999999999974,2203,18.02,499.8,25.11,121.26,22.0,5006,27.8,1
76,52.700000000000024,2887,23.28,499.8,25.11,121.26,22.0,6467,28.6,1
77,50.12600000000002,2467,21.71,499.8,25.11,121.26,22.0,6031,29.7,1
78,49.13700000000001,2805,25.32,499.8,25.11,121.26,22.0,7033,30.6,1
79,51.81900000000002,2731,23.67,499.8,25.11,121.26,22.0,6575,30.5,1
80,49.10700000000003,1696,13.93,499.8,25.11,121.26,22.0,3869,28.4,1
81,49.242,2213,4.874000000000003,499.8,25.11,121.26,22.0,0,28.8,1
82,48.41400000000001,2272,4.897100000000003,499.8,25.11,121.26,22.0,0,29.1,1
83,49.176000000000016,2497,20.68,499.8,25.11,121.26,22.0,5744,30.1,1
84,48.14400000000004,2244,15.67,499.8,25.11,121.26,22.0,4353,28.3,1
85,49.84700000000001,2348,19.01,499.8,25.11,121.26,22.0,5281,28.9,1
86,50.41700000000001,2650,23.8,499.8,25.11,121.26,22.0,6611,30.2,1
87,49.221000000000004,1519,11.19,499.8,25.11,121.26,22.0,3108,27.6,1
88,46.09199999999998,2636,22.44,499.8,25.11,121.26,22.0,6233,27.6,1
89,44.05099999999997,2347,21.03,499.8,25.11,121.26,22.0,5842,27.0,1
90,36.30099999999998,2755,25.9,499.8,25.11,121.26,22.0,7194,25.3,1
91,44.19199999999997,2508,20.43,499.8,25.11,121.26,22.0,5675,26.9,1
92,51.46300000000003,2051,16.14,499.8,25.11,121.26,22.0,4483,28.4,1
93,50.512000000000015,2165,19.92,499.8,25.11,121.26,22.0,5533,28.1,1
94,49.553999999999995,1346,9.34,499.8,25.11,121.26,22.0,2594,27.4,1
95,50.88400000000002,2059,17.16,499.8,25.11,121.26,22.0,4767,28.7,1
96,45.47400000000002,1768,14.1,499.8,25.11,121.26,22.0,3917,27.5,1
97,49.83600000000001,1912,12.23,499.8,25.11,121.26,22.0,3397,27.3,1
98,44.81499999999997,2570,19.98,499.8,25.11,121.26,22.0,5550,27.6,1
99,44.74700000000001,2238,15.89,499.8,25.11,121.26,22.0,4414,27.6,1
100,50.83500000000001,2480,19.15,499.8,25.11,121.26,22.0,5319,28.1,1
101,50.94100000000001,2427,20.08,499.8,25.11,121.26,22.0,5578,28.1,1
102,50.69800000000002,2389,21.09,499.8,25.11,121.26,22.0,5858,28.3,1
103,47.38500000000003,2086,15.06,499.8,25.11,121.26,22.0,4183,28.7,1
104,48.013000000000005,1851,13.13,499.8,25.11,121.26,22.0,3647,27.0,1
105,43.727,1836,14.23,499.8,25.11,121.26,22.0,3953,26.3,1
106,34.775999999999975,2620,22.52,499.8,25.11,121.26,22.0,6256,25.7,1
107,40.58099999999999,2528,22.34,499.8,25.11,121.26,22.0,6206,26.2,1
108,47.2,2351,21.83,492.8,24.107,120.44,4.63,155188,27.8,2
109,44.53599999999997,256,2.66,499.8,25.11,121.26,22.0,739,23.8,1
110,38.1,1743,20.54,492.8,24.107,120.44,4.63,128667,27.5,2
111,38.9,1155,20.54,246.4,24.107,120.44,4.63,257333,27.5,2
112,33.50399999999999,633,5.86,499.8,25.11,121.26,22.0,1628,23.2,1
113,34.8,1735,16.45,492.8,24.107,120.44,4.63,96325,26.7,2
114,35.0,878,16.45,246.4,24.107,120.44,4.63,192650,26.7,2
115,31.75299999999999,462,3.95,499.8,25.11,121.26,22.0,1097,22.9,1
116,44.5,1928,16.29,492.8,24.107,120.44,4.63,109996,27.0,2
117,44.6,980,16.29,246.4,24.107,120.44,4.63,219992,27.0,2
118,27.71399999999999,283,1.91,499.8,25.11,121.26,22.0,531,21.1,1
119,29.4,1065,9.34,492.8,24.107,120.44,4.63,56121,24.8,2
120,29.4,541,9.34,246.4,24.107,120.44,4.63,112242,24.8,2
121,30.6,219,9.34,99.2,24.08,120.5,1.76,224483,24.9,2
122,28.21799999999999,283,2.53,499.8,25.11,121.26,22.0,703,21.9,1
123,40.2,188,8.02,99.2,24.08,120.5,1.76,180433,25.2,2
124,33.0,456,8.02,246.4,24.107,120.44,4.63,90217,25.3,2
125,33.2,897,8.02,492.8,24.107,120.44,4.63,45108,25.3,2
126,46.44800000000002,1390,9.54,499.8,25.11,121.26,22.0,2650,24.0,1
127,47.7,464,21.04,99.2,24.08,120.5,1.76,547317,26.7,2
128,42.5,1230,21.04,246.4,24.107,120.44,4.63,273658,26.9,2
129,42.6,1887,21.04,492.8,24.107,120.44,4.63,136829,26.9,2
130,28.11099999999999,640,4.33,499.8,25.11,121.26,22.0,1203,21.2,1
131,36.3,915,14.83,246.4,24.107,120.44,4.63,205850,25.3,2
132,36.5,1806,14.83,492.8,24.107,120.44,4.63,102925,25.3,2
133,37.9,356,14.83,99.2,24.08,120.5,1.76,411700,25.3,2
134,35.24099999999998,2497,20.83,499.8,25.11,121.26,22.0,5786,24.4,1
135,41.6,2091,21.86,492.8,24.107,120.44,4.63,157117,26.5,2
136,41.9,1056,21.86,246.4,24.107,120.44,4.63,314233,26.5,2
137,46.7,519,21.86,99.2,24.08,120.5,1.76,628467,26.6,2
138,45.72699999999997,2525,22.69,499.8,25.11,121.26,22.0,6303,26.7,1
139,44.3,2654,22.26,492.8,24.107,120.44,4.63,156221,27.1,2
140,44.4,1355,22.26,246.4,24.107,120.44,4.63,312433,27.1,2
141,50.4,511,22.26,99.2,24.08,120.5,1.76,624883,27.4,2
142,48.24999999999997,2385,19.4,499.8,25.11,121.26,22.0,5389,27.7,1
143,47.2,1382,22.81,246.4,24.107,120.44,4.63,329225,27.8,2
144,47.4,2700,22.81,492.8,24.107,120.44,4.63,164608,27.8,2
145,51.4,521,22.81,99.2,24.08,120.5,1.76,658433,28.1,2
146,48.02699999999996,2397,22.25,499.8,25.11,121.26,22.0,6181,27.8,1
147,49.9,2582,22.42,492.8,24.107,120.44,4.63,156563,28.0,2
148,50.3,1323,22.42,246.4,24.107,120.44,4.63,313125,28.0,2
149,54.2,502,22.42,99.2,24.08,120.5,1.76,626250,28.6,2
150,44.759999999999984,201,2.81,499.8,25.11,121.26,22.0,781,23.9,1
151,40.5,2593,21.92,492.8,24.107,120.44,4.63,152008,27.0,2
152,41.0,1321,21.92,246.4,24.107,120.44,4.63,304017,27.0,2
153,43.7,504,21.92,99.2,24.08,120.5,1.76,608033,27.1,2
154,45.064000000000014,942,9.25,499.8,25.11,121.26,22.0,2569,23.6,1
155,36.1,1354,22.18,246.4,24.107,120.44,4.63,307150,25.5,2
156,36.2,2630,22.18,492.8,24.107,120.44,4.63,153575,25.5,2
157,41.3,473,22.18,99.2,24.08,120.5,1.76,614300,25.7,2
158,47.10099999999998,669,6.07,499.8,25.11,121.26,22.0,1686,23.7,1
159,39.4,488,20.8,99.2,24.08,120.5,1.76,601367,25.2,2
160,36.2,1305,20.8,246.4,24.107,120.44,4.63,300683,25.3,2
161,36.9,2556,20.8,492.8,24.107,120.44,4.63,150342,25.3,2
162,31.95999999999999,1655,5.47,499.8,25.11,121.26,22.0,1519,23.0,1
163,35.5,2400,17.78,492.8,24.107,120.44,4.63,138963,25.8,2
164,36.1,1224,17.78,246.4,24.107,120.44,4.63,277917,25.8,2
165,42.2,468,17.78,99.2,24.08,120.5,1.76,555850,26.0,2
166,32.53199999999998,1319,6.59,499.8,25.11,121.26,22.0,1831,22.7,1
167,37.8,2422,21.62,492.8,24.107,120.44,4.63,142050,25.5,2
168,37.9,1232,21.62,246.4,24.107,120.44,4.63,284100,25.5,2
169,41.4,489,21.62,99.2,24.08,120.5,1.76,568200,25.7,2
170,46.497999999999976,559,6.36,499.8,25.11,121.26,22.0,1767,23.7,1
171,39.0,2571,21.76,492.8,24.107,120.44,4.63,144675,25.4,2
172,39.1,1311,21.76,246.4,24.107,120.44,4.63,289350,25.4,2
173,41.5,508,21.76,99.2,24.08,120.5,1.76,578700,25.4,2
174,35.33099999999997,1231,20.12,499.8,25.11,121.26,22.0,5589,25.0,1
175,48.0,500,21.37,99.2,24.08,120.5,1.76,575950,26.4,2
176,39.1,1224,21.37,246.4,24.107,120.44,4.63,287975,26.5,2
177,40.6,2396,21.37,492.8,24.107,120.44,4.63,143988,26.5,2
178,39.048999999999985,1573,16.35,499.8,25.11,121.26,22.0,4542,25.2,1
179,41.1,2288,18.48,492.8,24.107,120.44,4.63,135025,27.1,2
180,41.3,1169,18.48,246.4,24.107,120.44,4.63,270050,27.1,2
181,50.0,453,18.48,99.2,24.08,120.5,1.76,540100,27.4,2
182,43.164000000000016,1017,12.48,499.8,25.11,121.26,22.0,3467,24.5,1
183,42.4,1184,18.074699999999996,246.4,24.107,120.44,4.63,272433,26.9,2
184,42.6,2320,17.964999999999993,492.8,24.107,120.44,4.63,136217,26.9,2
185,53.5,464,18.831299999999995,99.2,24.08,120.5,1.76,544867,27.1,2
186,43.051,837,12.75,499.8,25.11,121.26,22.0,3542,24.6,1
187,41.1,2187,2.54,492.8,24.107,120.44,4.63,131225,26.6,2
188,41.7,1116,2.54,246.4,24.107,120.44,4.63,262450,26.6,2
189,43.8,433,2.54,99.2,24.08,120.5,1.76,524900,26.8,2
190,43.77900000000002,760,12.38,499.8,25.11,121.26,22.0,3439,25.0,1
191,52.2,1065,18.23,246.4,24.107,120.44,4.63,258200,26.9,2
192,52.7,2084,18.23,492.8,24.107,120.44,4.63,129100,26.9,2
193,51.7,369,18.23,99.2,24.08,120.5,1.76,516400,27.1,2
194,35.57499999999998,822,17.1,499.8,25.11,121.26,22.0,4750,25.1,1
195,46.6,2011,17.62,492.8,24.107,120.44,4.63,122392,26.6,2
196,46.7,1026,17.62,246.4,24.107,120.44,4.63,244783,26.6,2
197,52.5,409,17.62,99.2,24.08,120.5,1.76,489567,27.1,2
198,31.51499999999999,240,4.77,499.8,25.11,121.26,22.0,1325,22.6,1
199,33.3,973,16.79,246.4,24.107,120.44,4.63,229075,25.4,2
200,34.0,1911,16.79,492.8,24.107,120.44,4.63,114538,25.4,2
201,39.6,377,16.79,99.2,24.08,120.5,1.76,458150,25.8,2
202,29.69199999999999,315,3.07,499.8,25.11,121.26,22.0,853,22.3,1
203,36.4,1153,20.51,246.4,24.107,120.44,4.63,273817,24.6,2
204,36.5,2268,20.51,492.8,24.107,120.44,4.63,136921,24.6,2
205,41.4,461,20.51,99.2,24.08,120.5,1.76,547683,24.9,2
206,30.936999999999998,535,7.93,499.8,25.11,121.26,22.0,2203,22.7,1
207,37.7,2263,20.29,492.8,24.107,120.44,4.63,130121,24.7,2
208,37.8,1153,20.29,246.4,24.107,120.44,4.63,260242,24.7,2
209,42.0,463,20.29,99.2,24.08,120.5,1.76,520483,24.8,2
210,47.59999999999998,795,7.53,499.8,25.11,121.26,22.0,2092,23.7,1
211,38.0,2230,19.58,492.8,24.107,120.44,4.63,137746,25.2,2
212,38.0,1137,19.58,246.4,24.107,120.44,4.63,270958,25.2,2
213,45.0,450,19.58,99.2,24.08,120.5,1.76,550983,25.4,2
214,43.228,973,13.46,499.8,25.11,121.26,22.0,3739,24.7,1
215,39.5,238,9.78,99.2,24.08,120.5,1.76,293733,26.1,2
216,42.9,1247,9.78,492.8,24.107,120.44,4.63,73433,26.1,2
217,43.0,632,9.78,246.4,24.107,120.44,4.63,146867,26.1,2
218,27.78699999999999,425,3.76,499.8,25.11,121.26,22.0,1044,20.6,1
219,30.2,1183,14.14,492.8,24.107,120.44,4.63,70863,23.4,2
220,30.8,600,14.14,246.4,24.107,120.44,4.63,141725,23.4,2
221,36.0,325,14.14,99.2,24.08,120.5,1.76,283450,23.5,2
222,27.70499999999999,295,3.2,499.8,25.11,121.26,22.0,889,20.1,1
223,22.4,199,8.42,99.2,24.08,120.5,1.76,181350,21.1,2
224,23.3,456,8.42,246.4,24.107,120.44,4.63,90675,21.4,2
225,23.4,906,8.42,492.8,24.107,120.44,4.63,45338,21.4,2
226,29.262999999999987,1676,13.32,499.8,25.11,121.26,22.0,3700,21.9,1
227,40.4,331,11.18,99.2,24.08,120.5,1.76,383483,23.3,2
228,39.1,1734,11.18,492.8,24.107,120.44,4.63,95871,23.5,2
229,39.1,873,11.18,246.4,24.107,120.44,4.63,191742,23.5,2
230,34.862999999999964,2114,18.45,499.8,25.11,121.26,22.0,5125,23.7,1
231,37.9,287,10.73,99.2,24.08,120.5,1.76,370883,24.4,2
232,39.3,1618,10.73,492.8,24.107,120.44,4.63,92721,24.4,2
233,39.4,818,10.73,246.4,24.107,120.44,4.63,185442,24.4,2
234,39.7,1192,18.77,246.4,24.107,120.44,4.63,248425,25.0,2
235,39.8,2350,18.77,492.8,24.107,120.44,4.63,124213,25.0,2
236,43.2,457,18.77,99.2,24.08,120.5,1.76,496850,25.1,2
237,35.60899999999998,1911,20.08,499.8,25.11,121.26,22.0,5578,25.2,1
238,40.9,2087,16.57,492.8,24.107,120.44,4.63,119525,25.5,2
239,41.5,1058,16.57,246.4,24.107,120.44,4.63,239050,25.5,2
240,35.26799999999997,2056,19.53,499.8,25.11,121.26,22.0,5425,25.5,1
241,53.4,411,16.57,99.2,24.08,120.5,1.76,478100,25.8,2
242,36.449999999999974,1572,18.25,499.8,25.11,121.26,22.0,5069,25.4,1
243,38.4,2288,18.37,492.8,24.107,120.44,4.63,131158,25.5,2
244,38.6,1162,18.37,246.4,24.107,120.44,4.63,262317,25.5,2
245,43.8,433,18.37,99.2,24.08,120.5,1.76,524633,25.6,2
246,46.007999999999996,631,8.56,499.8,25.11,121.26,22.0,2378,23.8,1
247,38.1,970,15.25,246.4,24.107,120.44,4.63,214575,24.8,2
248,38.2,1921,15.25,492.8,24.107,120.44,4.63,107288,24.8,2
249,43.4,387,15.25,99.2,24.08,120.5,1.76,429150,24.8,2
250,28.965999999999987,1135,4.71,499.8,25.11,121.26,22.0,1308,22.2,1
251,35.1,1138,18.0,246.4,24.107,120.44,4.63,255292,23.9,2
252,35.4,2242,18.0,492.8,24.107,120.44,4.63,127650,23.9,2
253,39.3,444,18.0,99.2,24.08,120.5,1.76,510600,24.1,2
254,31.882999999999974,1678,19.06,499.8,25.11,121.26,22.0,5294,22.6,1
255,34.5,401,15.83,99.2,24.08,120.5,1.76,519933,23.3,2
256,35.9,1126,15.83,246.4,24.107,120.44,4.63,259967,23.4,2
257,37.3,2219,15.83,492.8,24.107,120.44,4.63,129983,23.4,2
258,46.1,1058,16.44,246.4,24.107,120.44,4.63,248150,24.1,2
259,46.2,2084,16.44,492.8,24.107,120.44,4.63,124075,24.1,2
260,51.5,408,16.44,99.2,24.08,120.5,1.76,496300,24.5,2
261,35.46999999999997,1924,19.14,499.8,25.11,121.26,22.0,5317,25.0,1
262,46.07800000000002,1522,11.22,499.8,25.11,121.26,22.0,3117,23.7,1
263,37.4,1043,17.15,246.4,24.107,120.44,4.63,243508,24.1,2
264,37.5,2070,17.15,492.8,24.107,120.44,4.63,121754,24.1,2
265,38.8,418,17.15,99.2,24.08,120.5,1.76,487017,24.2,2
266,28.066999999999993,501,3.77,499.8,25.11,121.26,22.0,1047,20.3,1
267,34.1,2140,17.28,492.8,24.107,120.44,4.63,119525,22.9,2
268,34.8,1085,17.28,246.4,24.107,120.44,4.63,239050,22.9,2
269,37.8,416,17.28,99.2,24.08,120.5,1.76,478100,23.3,2
270,28.790000000000024,1800,8.31,499.8,25.11,121.26,22.0,2308,21.2,1
271,36.6,1660,11.82,492.8,24.107,120.44,4.63,99875,22.5,2
272,37.3,839,11.82,246.4,24.107,120.44,4.63,199750,22.5,2
273,41.5,337,11.82,99.2,24.08,120.5,1.76,399500,22.7,2
274,29.716999999999985,1241,14.59,499.8,25.11,121.26,22.0,4053,22.2,1
275,37.4,1099,17.61,246.4,24.107,120.44,4.63,253933,23.3,2
276,38.2,2158,17.61,492.8,24.107,120.44,4.63,126967,23.3,2
277,46.5,419,17.61,99.2,24.08,120.5,1.76,507867,23.4,2
278,30.4,179,12.65,99.2,24.08,120.5,1.76,122450,24.3,2
279,26.4,569,12.65,492.8,24.107,120.44,4.63,30613,24.4,2
280,26.4,288,12.65,246.4,24.107,120.44,4.63,61225,24.4,2
281,47.47899999999995,1950,17.39,499.8,25.11,121.26,22.0,4831,27.0,1
282,33.9,680,6.3,492.8,24.107,120.44,4.63,37021,24.4,2
283,33.9,342,6.3,246.4,24.107,120.44,4.63,74042,24.4,2
284,32.4,160,6.3,99.2,24.08,120.5,1.76,148083,24.7,2
285,46.69000000000002,1151,10.44,499.8,25.11,121.26,22.0,2900,24.7,1
286,24.77300000000002,352,2.75,499.8,25.11,121.26,22.0,764,19.6,1
287,27.2,669,9.31,246.4,24.107,120.44,4.63,143658,21.8,2
288,27.3,1310,9.31,492.8,24.107,120.44,4.63,71863,21.8,2
289,27.8,253,9.31,99.2,24.08,120.5,1.76,287450,21.8,2
290,27.797000000000015,547,8.84,499.8,25.11,121.26,22.0,2456,20.5,1
291,27.7,159,6.87,99.2,24.08,120.5,1.76,160900,21.7,2
292,27.1,798,6.87,492.8,24.107,120.44,4.63,40225,21.8,2
293,27.1,403,6.87,246.4,24.107,120.44,4.63,83175,21.8,2
294,26.732000000000017,595,8.26,499.8,25.11,121.26,22.0,2294,20.4,1
295,33.2,225,7.66,99.2,24.08,120.5,1.76,232967,21.3,2
296,28.9,1113,7.66,492.8,24.107,120.44,4.63,58242,21.4,2
297,28.9,562,7.66,246.4,24.107,120.44,4.63,116483,21.4,2
298,28.733999999999984,1746,16.75,499.8,25.11,121.26,22.0,4653,21.6,1
299,35.4,2312,18.71,492.8,24.107,120.44,4.63,137325,22.6,2
300,35.4,1180,18.71,246.4,24.107,120.44,4.63,274650,22.6,2
301,41.6,440,18.71,99.2,24.08,120.5,1.76,549300,22.7,2
302,30.880999999999993,848,13.28,499.8,25.11,121.26,22.0,3689,22.5,1
303,35.1,2219,17.87,492.8,24.107,120.44,4.63,128329,23.4,2
304,35.1,1132,17.87,246.4,24.107,120.44,4.63,256675,23.4,2
305,43.0,399,17.87,99.2,24.08,120.5,1.76,513317,23.4,2
306,28.49499999999999,259,3.51,499.8,25.11,121.26,22.0,975,21.4,1
307,25.2,152,7.2944,99.2,24.08,120.5,1.76,112850,22.8,2
308,23.7,759,7.176600000000002,492.8,24.107,120.44,4.63,28213,23.0,2
309,23.7,382,7.340000000000007,246.4,24.107,120.44,4.63,56425,23.0,2
310,28.606000000000016,617,8.97,499.8,25.11,121.26,22.0,2492,21.8,1
311,43.4,222,7.28,99.2,24.08,120.5,1.76,243067,23.4,2
312,34.5,1147,7.28,492.8,24.107,120.44,4.63,60767,23.6,2
313,35.0,580,7.28,246.4,24.107,120.44,4.63,121525,23.6,2
314,34.3,1772,11.79,492.8,24.107,120.44,4.63,103775,24.0,2
315,34.3,903,11.79,246.4,24.107,120.44,4.63,207575,24.0,2
316,40.3,328,11.79,99.2,24.08,120.5,1.76,415100,24.0,2
317,37.32899999999998,1782,17.02,499.8,25.11,121.26,22.0,4728,24.6,1
318,41.9,947,14.8,246.4,24.107,120.44,4.63,211250,24.0,2
319,42.1,1861,14.8,492.8,24.107,120.44,4.63,105621,24.0,2
320,47.5,359,14.8,99.2,24.08,120.5,1.76,422483,24.6,2
321,39.44299999999999,1632,16.28,499.8,25.11,121.26,22.0,4522,24.9,1
322,43.2,2018,15.24,492.8,24.107,120.44,4.63,114113,24.3,2
323,43.2,1033,15.24,246.4,24.107,120.44,4.63,228225,24.3,2
324,39.7,379,15.24,99.2,24.08,120.5,1.76,456450,24.9,2
325,44.67099999999999,1733,13.81,499.8,25.11,121.26,22.0,3836,26.0,1
326,38.2,1024,17.04,246.4,24.107,120.44,4.63,229367,23.4,2
327,38.3,2004,17.04,492.8,24.107,120.44,4.63,114679,23.4,2
328,39.28099999999998,1644,15.67,499.8,25.11,121.26,22.0,4353,23.5,1
329,41.6,398,17.04,99.2,24.08,120.5,1.76,458717,24.3,2
330,43.464000000000006,1379,13.1,499.8,25.11,121.26,22.0,3639,23.9,1
331,41.9,1053,17.12,246.4,24.107,120.44,4.63,246975,25.5,2
332,42.5,2078,17.12,492.8,24.107,120.44,4.63,123488,25.5,2
333,47.2,399,17.12,99.2,24.08,120.5,1.76,493950,26.1,2
334,46.80800000000002,1295,10.69,499.8,25.11,121.26,22.0,2969,23.9,1
335,38.0,1763,16.41,492.8,24.107,120.44,4.63,105083,26.1,2
336,38.0,895,16.41,246.4,24.107,120.44,4.63,199742,26.1,2
337,40.1,345,16.41,99.2,24.08,120.5,1.76,420333,26.4,2
338,47.63499999999999,947,8.17,499.8,25.11,121.26,22.0,2269,24.2,1
339,41.7,2003,16.53,492.8,24.107,120.44,4.63,118158,25.4,2
340,41.7,1015,16.53,246.4,24.107,120.44,4.63,236317,25.4,2
341,49.5,393,16.53,99.2,24.08,120.5,1.76,472633,26.0,2
342,31.072000000000006,922,8.54,499.8,25.11,121.26,22.0,2372,22.4,1
343,36.5,1632,16.19,492.8,24.107,120.44,4.63,99267,24.9,2
344,36.5,821,16.19,246.4,24.107,120.44,4.63,198533,24.9,2
345,42.9,349,16.19,99.2,24.08,120.5,1.76,397067,25.0,2
346,28.35800000000001,600,9.37,499.8,25.11,121.26,22.0,2603,21.8,1
347,38.3,692,14.1,246.4,24.107,120.44,4.63,158350,23.8,2
348,38.6,1375,14.1,492.8,24.107,120.44,4.63,77875,23.8,2
349,44.2,346,14.1,99.2,24.08,120.5,1.76,311500,23.9,2
350,31.416999999999994,1303,13.2,499.8,25.11,121.26,22.0,3667,22.5,1
351,42.7,378,16.06,99.2,24.08,120.5,1.76,466917,24.0,2
352,37.6,1951,16.06,492.8,24.107,120.44,4.63,116729,24.1,2
